1, 0.7848
2, 0.859
3, 0.8726
4, 0.8924
5, 0.908
6, 0.9108
7, 0.918
8, 0.9232
9, 0.9276
10, 0.9272
11, 0.933
12, 0.9372
13, 0.9402
14, 0.943
15, 0.9444
16, 0.9494
17, 0.9522
18, 0.9482
19, 0.9516
20, 0.9554
21, 0.9546
22, 0.9666
23, 0.9586
24, 0.968
25, 0.9702
26, 0.9694
27, 0.97
28, 0.9734
29, 0.9728
30, 0.9744
31, 0.9752
32, 0.9748
33, 0.978
34, 0.972
35, 0.9748
36, 0.9778
37, 0.982
38, 0.9844
39, 0.98
40, 0.9838
41, 0.9824
42, 0.9848
43, 0.984
44, 0.986
45, 0.9862
46, 0.9848
47, 0.9862
48, 0.9852
49, 0.9876
50, 0.988
51, 0.9876
52, 0.9864
53, 0.9896
54, 0.9872
55, 0.9886
56, 0.9884
57, 0.9904
58, 0.9904
59, 0.987
60, 0.9888
61, 0.9868
62, 0.9894
63, 0.9914
64, 0.993
65, 0.9946
66, 0.991
67, 0.994
68, 0.992
69, 0.9936
70, 0.992
71, 0.9928
72, 0.9948
73, 0.9944
74, 0.994
75, 0.9942
76, 0.9948
77, 0.9928
78, 0.9958
79, 0.9974
80, 0.995
81, 0.9942
82, 0.9924
83, 0.997
84, 0.9952
85, 0.993
86, 0.9918
87, 0.996
88, 0.9962
89, 0.996
90, 0.9968
91, 0.9956
92, 0.996
93, 0.996
94, 0.9964
95, 0.9958
96, 0.9976
97, 0.9978
98, 0.9972
99, 0.9968
100, 0.9954
101, 0.996
102, 0.9966
103, 0.9978
104, 0.9962
105, 0.9976
106, 0.9966
107, 0.9964
108, 0.9954
109, 0.9964
110, 0.9956
111, 0.9974
112, 0.9976
113, 0.9966
114, 0.9964
115, 0.9952
116, 0.997
117, 0.9956
118, 0.9976
119, 0.9974
120, 0.9988
121, 0.9992
122, 0.9994
123, 1.0
124, 1.0
125, 1.0
126, 1.0
127, 1.0
128, 1.0
129, 1.0
130, 1.0
131, 1.0
132, 1.0
133, 1.0
134, 1.0
135, 1.0
136, 1.0
137, 1.0
138, 1.0
139, 1.0
140, 1.0
141, 1.0
142, 1.0
143, 1.0
144, 1.0
145, 1.0
146, 1.0
147, 1.0
148, 1.0
149, 1.0
