1, 0.7848
2, 0.8626
3, 0.871
4, 0.8958
5, 0.9058
6, 0.9148
7, 0.912
8, 0.9264
9, 0.9296
10, 0.9338
11, 0.9392
12, 0.9472
13, 0.9474
14, 0.948
15, 0.9538
16, 0.954
17, 0.9592
18, 0.955
19, 0.9662
20, 0.9656
21, 0.9678
22, 0.9662
23, 0.969
24, 0.9752
25, 0.9764
26, 0.9788
27, 0.9728
28, 0.9802
29, 0.9796
30, 0.9802
31, 0.9842
32, 0.982
33, 0.9862
34, 0.9856
35, 0.9872
36, 0.9862
37, 0.9914
38, 0.9908
39, 0.9898
40, 0.992
41, 0.9902
42, 0.993
43, 0.9942
44, 0.9894
45, 0.9942
46, 0.9954
47, 0.9936
48, 0.996
49, 0.9962
50, 0.9962
51, 0.9962
52, 0.9968
53, 0.997
54, 0.997
55, 0.9958
56, 0.9952
57, 0.9954
58, 0.9964
59, 0.9972
60, 0.9964
61, 0.9974
62, 0.9972
63, 0.9978
64, 0.9968
65, 0.9984
66, 0.999
67, 0.9984
68, 0.9996
69, 1.0
70, 1.0
71, 1.0
72, 1.0
73, 1.0
74, 1.0
75, 1.0
76, 1.0
77, 1.0
78, 1.0
79, 1.0
80, 1.0
81, 1.0
82, 1.0
83, 1.0
84, 1.0
85, 1.0
86, 1.0
87, 1.0
88, 1.0
89, 1.0
90, 1.0
91, 1.0
92, 1.0
93, 1.0
94, 1.0
95, 1.0
96, 1.0
97, 1.0
98, 1.0
99, 1.0
100, 1.0
101, 1.0
102, 1.0
103, 1.0
104, 1.0
105, 1.0
106, 1.0
107, 1.0
108, 1.0
109, 1.0
110, 1.0
111, 1.0
112, 1.0
113, 1.0
114, 1.0
115, 1.0
116, 1.0
117, 1.0
118, 1.0
119, 1.0
120, 1.0
121, 1.0
122, 1.0
123, 1.0
124, 1.0
125, 1.0
126, 1.0
127, 1.0
128, 1.0
129, 1.0
130, 1.0
131, 1.0
132, 1.0
133, 1.0
134, 1.0
135, 1.0
136, 1.0
137, 1.0
138, 1.0
139, 1.0
140, 1.0
141, 1.0
142, 1.0
143, 1.0
144, 1.0
145, 1.0
146, 1.0
147, 1.0
148, 1.0
149, 1.0
